spend_id,spend_date,channel_id,platform,cost_amount,clicks
MK_00450,2025-10-10,CH_01,Instagram Ads,361.48,346
MK_00451,2025-10-10,CH_01,Meta Search,480.1,71
MK_00452,2025-10-11,CH_02,Meta Search,228.94,241
MK_00453,2025-10-11,CH_01,Google Ads,437.72,383
MK_00454,2025-10-12,CH_01,Meta Search,196.9,73
MK_00455,2025-10-12,CH_03,Instagram Ads,362.1,161
MK_00456,2025-10-13,CH_01,Google Ads,481.51,337
MK_00457,2025-10-14,CH_01,Google Ads,345.51,347
MK_00458,2025-10-14,CH_01,Google Ads,280.36,114
MK_00459,2025-10-15,CH_01,Google Ads,429.48,108
MK_00460,2025-10-15,CH_01,Facebook Ads,437.92,294
MK_00461,2025-10-16,CH_01,Google Ads,456.36,460
MK_00462,2025-10-17,CH_01,Facebook Ads,285.32,477
MK_00463,2025-10-18,CH_02,Instagram Ads,438.55,267
MK_00464,2025-10-18,CH_03,Meta Search,128.29,500
MK_00465,2025-10-19,CH_02,Instagram Ads,473.88,258
MK_00466,2025-10-20,CH_01,Google Ads,264.84,76
MK_00467,2025-10-21,CH_01,Google Ads,179.42,303
MK_00468,2025-10-22,CH_01,Instagram Ads,436.17,243
MK_00469,2025-10-22,CH_01,Facebook Ads,371.66,206
MK_00470,2025-10-22,CH_01,Instagram Ads,420.84,444
MK_00471,2025-10-23,CH_01,Facebook Ads,394.84,220
MK_00472,2025-10-24,CH_01,Instagram Ads,279.14,147
MK_00473,2025-10-25,CH_01,Google Ads,419.5,336
MK_00474,2025-10-25,CH_01,Instagram Ads,378.7,351
MK_00475,2025-10-25,CH_02,Google Ads,116.07,450
MK_00476,2025-10-26,CH_02,Google Ads,215.8,124
MK_00477,2025-10-26,CH_01,Instagram Ads,480.09,53
MK_00478,2025-10-27,CH_01,Instagram Ads,434.8,234
MK_00479,2025-10-28,CH_01,Instagram Ads,245.77,251
MK_00480,2025-10-28,CH_02,Facebook Ads,380.4,294
MK_00481,2025-10-29,CH_01,Instagram Ads,255.53,451
MK_00482,2025-10-30,CH_01,Meta Search,389.37,139
MK_00483,2025-10-30,CH_02,Meta Search,167.12,349
MK_00484,2025-10-31,CH_01,Meta Search,411.41,439
MK_00485,2025-11-01,CH_01,Instagram Ads,406.2,294
MK_00486,2025-11-01,CH_01,Meta Search,556.08,388
MK_00487,2025-11-01,CH_01,Google Ads,435.28,440
MK_00488,2025-11-02,CH_02,Instagram Ads,738.36,719
MK_00489,2025-11-02,CH_01,Meta Search,736.16,518
MK_00490,2025-11-03,CH_01,Instagram Ads,862.71,814
MK_00491,2025-11-04,CH_01,Instagram Ads,943.74,632
MK_00492,2025-11-04,CH_01,Facebook Ads,548.74,998
MK_00493,2025-11-05,CH_01,Facebook Ads,835.43,669
MK_00494,2025-11-06,CH_01,Instagram Ads,406.66,362
MK_00495,2025-11-07,CH_01,Meta Search,659.37,526
MK_00496,2025-11-08,CH_01,Instagram Ads,506.96,204
MK_00497,2025-11-08,CH_02,Facebook Ads,623.97,420
MK_00498,2025-11-08,CH_02,Facebook Ads,910.36,907
MK_00499,2025-11-10,CH_01,Google Ads,387.78,309
MK_00500,2025-11-10,CH_02,Meta Search,307.36,723
MK_00501,2025-11-10,CH_01,Facebook Ads,477.98,130
MK_00502,2025-11-11,CH_01,Instagram Ads,707.68,217
MK_00503,2025-11-11,CH_01,Meta Search,993.69,951
MK_00504,2025-11-11,CH_01,Google Ads,237.85,778
MK_00505,2025-11-12,CH_01,Meta Search,543.38,549
MK_00506,2025-11-12,CH_02,Google Ads,934.73,579
MK_00507,2025-11-13,CH_02,Meta Search,761.67,399
MK_00508,2025-11-14,CH_01,Facebook Ads,791.12,918
MK_00509,2025-11-15,CH_02,Instagram Ads,971.37,740
MK_00510,2025-11-16,CH_01,Google Ads,501.06,393
MK_00511,2025-11-17,CH_01,Instagram Ads,584.16,362
MK_00512,2025-11-17,CH_01,Google Ads,586.98,633
MK_00513,2025-11-18,CH_03,Google Ads,754.4,170
MK_00514,2025-11-18,CH_03,Google Ads,386.74,498
MK_00515,2025-11-18,CH_01,Instagram Ads,679.37,856
MK_00516,2025-11-19,CH_01,Instagram Ads,783.07,716
MK_00517,2025-11-19,CH_01,Meta Search,294.07,922
MK_00518,2025-11-20,CH_01,Instagram Ads,558.48,929
MK_00519,2025-11-20,CH_01,Google Ads,377.94,319
MK_00520,2025-11-21,CH_03,Google Ads,585.25,970
MK_00521,2025-11-23,CH_01,Facebook Ads,466.15,458
MK_00522,2025-11-23,CH_01,Facebook Ads,323.76,803
MK_00523,2025-11-24,CH_01,Meta Search,251.68,769
MK_00524,2025-11-25,CH_02,Facebook Ads,847.42,374
MK_00525,2025-11-26,CH_01,Google Ads,313.14,949
MK_00526,2025-11-27,CH_01,Instagram Ads,471.51,720
MK_00527,2025-11-28,CH_02,Facebook Ads,562.55,908
MK_00528,2025-11-29,CH_01,Facebook Ads,964.53,253
MK_00529,2025-11-30,CH_02,Instagram Ads,502.21,455
MK_00530,2025-11-30,CH_01,Instagram Ads,942.91,225
MK_00531,2025-11-30,CH_01,Meta Search,714.74,899
MK_00532,2025-12-01,CH_01,Google Ads,537.27,464
MK_00533,2025-12-01,CH_01,Facebook Ads,419.71,251
MK_00534,2025-12-02,CH_01,Google Ads,433.95,697
MK_00535,2025-12-02,CH_02,Google Ads,254.78,883
MK_00536,2025-12-02,CH_01,Google Ads,345.91,614
MK_00537,2025-12-03,CH_01,Instagram Ads,414.23,468
MK_00538,2025-12-05,CH_01,Facebook Ads,539.57,228
MK_00539,2025-12-05,CH_01,Meta Search,272.58,965
MK_00540,2025-12-06,CH_02,Google Ads,606.35,362
MK_00541,2025-12-06,CH_02,Instagram Ads,796.35,701
MK_00542,2025-12-07,CH_01,Facebook Ads,243.12,502
MK_00543,2025-12-08,CH_01,Instagram Ads,821.31,254
MK_00544,2025-12-09,CH_01,Facebook Ads,374.74,645
MK_00545,2025-12-09,CH_01,Facebook Ads,229.32,998
MK_00546,2025-12-10,CH_01,Google Ads,320.32,671
MK_00547,2025-12-11,CH_01,Facebook Ads,918.1,913
MK_00548,2025-12-11,CH_03,Facebook Ads,579.95,645
MK_00549,2025-12-12,CH_02,Meta Search,537.53,219
MK_00550,2025-12-12,CH_01,Meta Search,421.78,635
MK_00551,2025-12-13,CH_03,Instagram Ads,730.9,544
MK_00552,2025-12-13,CH_01,Facebook Ads,491.06,354
MK_00553,2025-12-14,CH_01,Google Ads,899.57,225
MK_00554,2025-12-15,CH_03,Meta Search,904.53,220
MK_00555,2025-12-15,CH_03,Facebook Ads,717.03,330
MK_00556,2025-12-16,CH_01,Meta Search,725.48,851
MK_00557,2025-12-16,CH_02,Facebook Ads,922.8,479
MK_00558,2025-12-17,CH_01,Facebook Ads,326.13,775
MK_00559,2025-12-17,CH_03,Meta Search,916.56,582
MK_00560,2025-12-18,CH_01,Google Ads,379.9,112
MK_00561,2025-12-18,CH_01,Facebook Ads,777.21,220
MK_00562,2025-12-19,CH_01,Facebook Ads,216.58,421
MK_00563,2025-12-19,CH_03,Facebook Ads,725.73,568
MK_00564,2025-12-20,CH_03,Instagram Ads,375.59,259
MK_00565,2025-12-20,CH_01,Meta Search,788.55,358
MK_00566,2025-12-20,CH_01,Google Ads,492.09,740
MK_00567,2025-12-21,CH_01,Instagram Ads,749.34,850
MK_00568,2025-12-22,CH_01,Google Ads,710.49,789
MK_00569,2025-12-23,CH_02,Meta Search,613.42,631
MK_00570,2025-12-24,CH_01,Instagram Ads,927.53,464
MK_00571,2025-12-24,CH_01,Instagram Ads,597.04,800
MK_00572,2025-12-25,CH_01,Instagram Ads,684.24,916
MK_00573,2025-12-26,CH_02,Meta Search,855.27,997
MK_00574,2025-12-27,CH_01,Google Ads,881.87,770
MK_00575,2025-12-27,CH_01,Google Ads,937.36,923
MK_00576,2025-12-28,CH_03,Google Ads,647.13,274
MK_00577,2025-12-28,CH_02,Instagram Ads,397.6,947
MK_00578,2025-12-28,CH_01,Facebook Ads,634.06,218
MK_00579,2025-12-29,CH_01,Meta Search,807.25,393
MK_00580,2025-12-29,CH_03,Instagram Ads,732.98,338
MK_00581,2025-12-29,CH_01,Instagram Ads,572.0,692
MK_00582,2025-12-30,CH_02,Instagram Ads,658.94,218
