booking_id,booking_date,check_in_date,check_out_date,channel_id,rate_code_id,gross_room_revenue,commission_amount,net_room_revenue,status
BK_03672,2025-01-28,2025-03-28,2025-03-30,CH_06,RT_04,0.0,0.0,0.0,Cancelled
BK_03673,2025-01-30,2025-03-28,2025-03-30,CH_06,RT_04,199.16,0.0,199.16,Checked-Out
BK_03674,2025-02-12,2025-03-28,2025-03-30,CH_02,RT_05,271.9,48.94,222.96,Checked-Out
BK_03675,2025-03-15,2025-03-28,2025-03-31,CH_01,RT_01,571.44,17.14,554.3,Checked-Out
BK_03676,2025-03-05,2025-03-28,2025-03-29,CH_07,RT_04,92.7,0.0,92.7,Checked-Out
BK_03677,2025-01-09,2025-03-28,2025-03-30,CH_02,RT_01,299.38,53.89,245.49,Checked-Out
BK_03678,2025-02-14,2025-03-28,2025-03-31,CH_02,RT_02,599.91,107.98,491.93,Checked-Out
BK_03679,2025-03-20,2025-03-28,2025-04-02,CH_02,RT_01,771.05,138.79,632.26,Confirmed
BK_03680,2025-03-02,2025-03-28,2025-04-02,CH_03,RT_02,944.85,188.97,755.88,Checked-Out
BK_03681,2025-02-19,2025-03-28,2025-03-31,CH_02,RT_01,574.98,103.5,471.48,Checked-Out
BK_03682,2025-01-06,2025-03-28,2025-04-04,CH_02,RT_01,1381.45,248.66,1132.79,Checked-Out
BK_03683,2025-03-01,2025-03-28,2025-03-31,CH_02,RT_01,494.82,89.07,405.75,Checked-Out
BK_03684,2025-02-17,2025-03-28,2025-04-03,CH_03,RT_03,1020.12,204.02,816.1,Checked-Out
BK_03685,2025-03-21,2025-03-28,2025-04-01,CH_01,RT_06,505.28,0.0,505.28,Checked-Out
BK_03686,2025-01-07,2025-03-28,2025-03-29,CH_06,RT_04,90.05,0.0,90.05,Checked-Out
BK_03687,2025-01-05,2025-03-28,2025-03-30,CH_02,RT_02,256.96,46.25,210.71,Confirmed
BK_03688,2025-01-04,2025-03-28,2025-03-30,CH_04,RT_03,219.98,37.4,182.58,Checked-Out
BK_03689,2025-02-08,2025-03-28,2025-04-02,CH_03,RT_03,713.1,142.62,570.48,Checked-Out
BK_03690,2025-03-22,2025-03-28,2025-03-31,CH_01,RT_06,612.18,0.0,612.18,Checked-Out
BK_03691,2025-02-04,2025-03-28,2025-03-29,CH_03,RT_03,157.64,31.53,126.11,Confirmed
BK_03692,2025-02-19,2025-03-28,2025-04-02,CH_06,RT_04,541.9,0.0,541.9,Checked-Out
BK_03693,2025-01-20,2025-03-28,2025-03-31,CH_02,RT_02,553.71,99.67,454.04,Checked-Out
BK_03694,2025-02-20,2025-03-28,2025-04-03,CH_07,RT_01,1169.16,140.3,1028.86,Confirmed
BK_03695,2025-02-01,2025-03-28,2025-04-01,CH_04,RT_01,719.48,122.31,597.17,Checked-Out
BK_03696,2025-03-26,2025-03-28,2025-03-29,CH_05,RT_01,219.99,0.0,219.99,Confirmed
BK_03697,2025-01-31,2025-03-28,2025-04-02,CH_04,RT_03,546.45,92.9,453.55,Confirmed
BK_03698,2025-03-11,2025-03-28,2025-03-29,CH_02,RT_03,187.39,33.73,153.66,Checked-Out
BK_03699,2025-01-18,2025-03-28,2025-03-29,CH_05,RT_01,0.0,0.0,0.0,Cancelled
BK_03700,2025-02-12,2025-03-28,2025-04-01,CH_01,RT_01,627.92,18.84,609.08,Checked-Out
BK_03701,2025-01-31,2025-03-28,2025-03-29,CH_01,RT_02,132.88,3.99,128.89,Checked-Out
BK_03702,2025-01-11,2025-03-28,2025-04-01,CH_07,RT_04,336.48,0.0,336.48,Checked-Out
BK_03703,2025-01-05,2025-03-28,2025-04-04,CH_04,RT_01,1188.39,202.03,986.36,Checked-Out
BK_03704,2025-01-21,2025-03-28,2025-03-29,CH_03,RT_02,170.4,34.08,136.32,Checked-Out
BK_03705,2025-03-21,2025-03-29,2025-04-03,CH_02,RT_02,921.5,165.87,755.63,Checked-Out
BK_03706,2025-03-19,2025-03-29,2025-03-31,CH_03,RT_03,208.28,41.66,166.62,Checked-Out
BK_03707,2025-01-14,2025-03-29,2025-04-05,CH_02,RT_03,1049.58,188.92,860.66,Checked-Out
BK_03708,2025-02-15,2025-03-29,2025-04-01,CH_07,RT_01,477.42,57.29,420.13,Confirmed
BK_03709,2025-03-04,2025-03-29,2025-03-31,CH_04,RT_02,353.48,60.09,293.39,Confirmed
BK_03710,2025-01-31,2025-03-29,2025-04-03,CH_03,RT_05,1028.15,205.63,822.52,Confirmed
BK_03711,2025-03-10,2025-03-29,2025-03-30,CH_02,RT_01,203.94,36.71,167.23,Checked-Out
BK_03712,2025-02-16,2025-03-29,2025-03-31,CH_02,RT_01,259.8,46.76,213.04,Checked-Out
BK_03713,2025-01-21,2025-03-29,2025-04-02,CH_04,RT_02,591.12,100.49,490.63,Checked-Out
BK_03714,2025-03-06,2025-03-29,2025-04-04,CH_02,RT_03,772.38,139.03,633.35,Checked-Out
BK_03715,2025-02-13,2025-03-29,2025-03-30,CH_03,RT_01,125.23,25.05,100.18,Checked-Out
BK_03716,2025-03-19,2025-03-29,2025-03-31,CH_04,RT_03,352.1,59.86,292.24,Checked-Out
BK_03717,2025-02-18,2025-03-29,2025-03-31,CH_02,RT_01,270.78,48.74,222.04,Confirmed
BK_03718,2025-03-10,2025-03-29,2025-03-30,CH_04,RT_02,167.23,28.43,138.8,Checked-Out
BK_03719,2025-01-19,2025-03-29,2025-04-02,CH_05,RT_01,607.84,0.0,607.84,Checked-Out
BK_03720,2025-03-23,2025-03-29,2025-04-05,CH_01,RT_01,1432.41,42.97,1389.44,Confirmed
BK_03721,2025-01-08,2025-03-29,2025-04-02,CH_03,RT_05,643.28,128.66,514.62,Checked-Out
BK_03722,2025-01-05,2025-03-29,2025-03-30,CH_06,RT_04,84.62,0.0,84.62,Checked-Out
BK_03723,2025-01-19,2025-03-29,2025-03-31,CH_02,RT_03,273.68,49.26,224.42,Checked-Out
BK_03724,2025-01-02,2025-03-29,2025-03-30,CH_07,RT_01,194.67,23.36,171.31,Checked-Out
BK_03725,2025-01-11,2025-03-29,2025-04-01,CH_03,RT_02,379.86,75.97,303.89,Checked-Out
BK_03726,2025-01-25,2025-03-29,2025-03-31,CH_05,RT_01,426.62,0.0,426.62,Checked-Out
BK_03727,2025-02-10,2025-03-29,2025-03-30,CH_02,RT_05,175.52,31.59,143.93,Checked-Out
BK_03728,2025-03-02,2025-03-29,2025-03-31,CH_02,RT_01,303.56,54.64,248.92,Checked-Out
BK_03729,2025-03-27,2025-03-29,2025-03-31,CH_04,RT_03,0.0,0.0,0.0,Cancelled
BK_03730,2025-03-26,2025-03-29,2025-04-01,CH_03,RT_02,426.84,85.37,341.47,Checked-Out
BK_03731,2025-02-01,2025-03-29,2025-04-03,CH_03,RT_02,874.25,174.85,699.4,Checked-Out
BK_03732,2025-03-23,2025-03-29,2025-03-30,CH_04,RT_01,134.71,22.9,111.81,Confirmed
BK_03733,2025-03-11,2025-03-29,2025-04-02,CH_07,RT_01,844.52,101.34,743.18,Checked-Out
BK_03734,2025-03-23,2025-03-29,2025-03-31,CH_02,RT_03,212.18,38.19,173.99,Checked-Out
BK_03735,2025-02-01,2025-03-29,2025-03-30,CH_03,RT_02,165.98,33.2,132.78,Checked-Out
BK_03736,2025-01-22,2025-03-29,2025-03-31,CH_03,RT_05,262.74,52.55,210.19,Checked-Out
BK_03737,2025-03-03,2025-03-29,2025-04-03,CH_04,RT_05,943.35,160.37,782.98,Checked-Out
BK_03738,2025-02-06,2025-03-29,2025-03-30,CH_03,RT_03,173.73,34.75,138.98,Checked-Out
BK_03739,2025-01-05,2025-03-29,2025-04-01,CH_04,RT_01,531.18,90.3,440.88,Checked-Out
BK_03740,2025-01-17,2025-03-29,2025-04-02,CH_02,RT_05,492.44,88.64,403.8,Checked-Out
BK_03741,2025-02-19,2025-03-29,2025-03-31,CH_03,RT_01,331.84,66.37,265.47,Confirmed
BK_03742,2025-03-05,2025-03-29,2025-04-04,CH_02,RT_03,783.96,141.11,642.85,Checked-Out
BK_03743,2025-03-17,2025-03-29,2025-04-02,CH_02,RT_05,845.92,152.27,693.65,Checked-Out
BK_03744,2025-01-23,2025-03-29,2025-04-05,CH_03,RT_05,1375.08,275.02,1100.06,Checked-Out
BK_03745,2025-02-04,2025-03-30,2025-04-04,CH_05,RT_01,1066.75,0.0,1066.75,Checked-Out
BK_03746,2025-03-12,2025-03-30,2025-04-02,CH_03,RT_01,486.12,97.22,388.9,Checked-Out
BK_03747,2025-03-26,2025-03-30,2025-04-01,CH_02,RT_03,0.0,0.0,0.0,Cancelled
BK_03748,2025-01-15,2025-03-30,2025-04-06,CH_05,RT_01,1081.99,0.0,1081.99,Checked-Out
BK_03749,2025-01-19,2025-03-30,2025-03-31,CH_04,RT_03,185.73,31.57,154.16,Checked-Out
BK_03750,2025-01-14,2025-03-30,2025-04-02,CH_03,RT_03,0.0,0.0,0.0,Cancelled
BK_03751,2025-02-17,2025-03-30,2025-04-01,CH_02,RT_02,329.04,59.23,269.81,Checked-Out
BK_03752,2025-01-09,2025-03-30,2025-03-31,CH_03,RT_05,207.85,41.57,166.28,Checked-Out
BK_03753,2025-03-21,2025-03-30,2025-04-02,CH_05,RT_01,618.45,0.0,618.45,Checked-Out
BK_03754,2025-02-19,2025-03-30,2025-04-01,CH_01,RT_06,365.28,0.0,365.28,Checked-Out
BK_03755,2025-03-03,2025-03-30,2025-04-01,CH_07,RT_01,273.52,32.82,240.7,Confirmed
BK_03756,2025-03-10,2025-03-30,2025-04-01,CH_03,RT_02,281.08,56.22,224.86,Checked-Out
BK_03757,2025-01-01,2025-03-30,2025-04-05,CH_04,RT_01,810.54,137.79,672.75,Checked-Out
BK_03758,2025-01-08,2025-03-30,2025-03-31,CH_01,RT_02,199.92,6.0,193.92,Checked-Out
BK_03759,2025-01-16,2025-03-30,2025-04-03,CH_04,RT_02,802.92,136.5,666.42,Checked-Out
BK_03760,2025-03-17,2025-03-30,2025-04-02,CH_03,RT_02,614.19,122.84,491.35,Confirmed
BK_03761,2025-02-08,2025-03-30,2025-04-01,CH_02,RT_03,305.7,55.03,250.67,Confirmed
BK_03762,2025-03-23,2025-03-30,2025-04-02,CH_05,RT_01,573.0,0.0,573.0,Confirmed
BK_03763,2025-02-08,2025-03-30,2025-04-01,CH_02,RT_02,269.34,48.48,220.86,Checked-Out
BK_03764,2025-01-23,2025-03-30,2025-04-02,CH_05,RT_01,462.51,0.0,462.51,Confirmed
BK_03765,2025-01-30,2025-03-30,2025-04-02,CH_05,RT_01,592.41,0.0,592.41,Checked-Out
BK_03766,2025-01-23,2025-03-30,2025-04-05,CH_02,RT_01,972.42,175.04,797.38,Checked-Out
BK_03767,2025-03-05,2025-03-30,2025-04-02,CH_05,RT_01,628.53,0.0,628.53,Confirmed
BK_03768,2025-03-17,2025-03-30,2025-04-01,CH_04,RT_01,337.36,57.35,280.01,Checked-Out
BK_03769,2025-03-17,2025-03-30,2025-04-03,CH_05,RT_01,788.64,0.0,788.64,Confirmed
BK_03770,2025-01-02,2025-03-30,2025-04-01,CH_02,RT_01,408.84,73.59,335.25,Checked-Out
BK_03771,2025-01-02,2025-03-30,2025-04-04,CH_02,RT_02,862.4,155.23,707.17,Checked-Out
BK_03772,2025-02-18,2025-03-30,2025-04-04,CH_02,RT_01,1011.1,182.0,829.1,Checked-Out
BK_03773,2025-02-18,2025-03-30,2025-04-01,CH_03,RT_01,434.38,86.88,347.5,Checked-Out
BK_03774,2025-01-06,2025-03-30,2025-04-04,CH_07,RT_04,0.0,0.0,0.0,Cancelled
BK_03775,2025-02-01,2025-03-30,2025-04-03,CH_05,RT_01,606.6,0.0,606.6,Checked-Out
BK_03776,2025-03-20,2025-03-30,2025-03-31,CH_03,RT_01,213.44,42.69,170.75,Checked-Out
BK_03777,2025-01-20,2025-03-30,2025-04-03,CH_03,RT_02,829.08,165.82,663.26,Checked-Out
BK_03778,2025-01-08,2025-03-30,2025-03-31,CH_05,RT_01,0.0,0.0,0.0,Cancelled
BK_03779,2025-02-20,2025-03-30,2025-03-31,CH_03,RT_01,161.2,32.24,128.96,Checked-Out
BK_03780,2025-02-03,2025-03-30,2025-03-31,CH_04,RT_01,197.22,33.53,163.69,Checked-Out
BK_03781,2025-02-17,2025-03-30,2025-04-05,CH_04,RT_01,850.74,144.63,706.11,Checked-Out
BK_03782,2025-01-14,2025-03-30,2025-04-01,CH_04,RT_02,281.66,47.88,233.78,Checked-Out
BK_03783,2025-01-04,2025-03-30,2025-04-05,CH_02,RT_03,623.1,112.16,510.94,Checked-Out
BK_03784,2025-03-03,2025-03-30,2025-04-01,CH_01,RT_06,432.8,0.0,432.8,Confirmed
BK_03785,2025-02-19,2025-03-30,2025-04-02,CH_02,RT_03,388.11,69.86,318.25,Checked-Out
BK_03786,2025-03-22,2025-03-31,2025-04-01,CH_02,RT_01,205.45,36.98,168.47,Checked-Out
BK_03787,2025-02-09,2025-03-31,2025-04-02,CH_04,RT_01,289.48,49.21,240.27,Checked-Out
BK_03788,2025-01-29,2025-03-31,2025-04-01,CH_03,RT_01,149.16,29.83,119.33,Checked-Out
BK_03789,2025-02-22,2025-03-31,2025-04-03,CH_03,RT_03,373.29,74.66,298.63,Checked-Out
BK_03790,2025-01-11,2025-03-31,2025-04-03,CH_07,RT_01,0.0,0.0,0.0,Cancelled
BK_03791,2025-03-09,2025-03-31,2025-04-01,CH_01,RT_01,0.0,0.0,0.0,Cancelled
BK_03792,2025-02-22,2025-03-31,2025-04-01,CH_04,RT_02,175.18,29.78,145.4,Checked-Out
BK_03793,2025-02-09,2025-03-31,2025-04-05,CH_01,RT_06,1023.75,0.0,1023.75,Checked-Out
BK_03794,2025-01-01,2025-03-31,2025-04-03,CH_01,RT_02,449.94,13.5,436.44,Checked-Out
BK_03795,2025-03-14,2025-03-31,2025-04-02,CH_03,RT_01,439.24,87.85,351.39,Checked-Out
BK_03796,2025-03-27,2025-03-31,2025-04-02,CH_02,RT_02,288.28,51.89,236.39,Checked-Out
BK_03797,2025-03-27,2025-03-31,2025-04-04,CH_03,RT_05,0.0,0.0,0.0,Cancelled
BK_03798,2025-03-06,2025-03-31,2025-04-03,CH_04,RT_01,605.76,102.98,502.78,Checked-Out
BK_03799,2025-02-06,2025-03-31,2025-04-02,CH_03,RT_01,0.0,0.0,0.0,Cancelled
BK_03800,2025-02-28,2025-03-31,2025-04-02,CH_01,RT_01,439.5,13.18,426.32,Checked-Out
BK_03801,2025-03-14,2025-03-31,2025-04-01,CH_06,RT_04,107.65,0.0,107.65,Checked-Out
BK_03802,2025-03-21,2025-03-31,2025-04-01,CH_04,RT_01,181.37,30.83,150.54,Checked-Out
BK_03803,2025-02-05,2025-03-31,2025-04-05,CH_02,RT_02,811.7,146.11,665.59,Checked-Out
BK_03804,2025-03-21,2025-03-31,2025-04-02,CH_04,RT_01,334.88,56.93,277.95,Checked-Out
BK_03805,2025-03-27,2025-03-31,2025-04-02,CH_04,RT_01,320.72,54.52,266.2,Checked-Out
BK_03806,2025-02-12,2025-03-31,2025-04-03,CH_02,RT_03,386.67,69.6,317.07,Confirmed
BK_03807,2025-01-19,2025-03-31,2025-04-02,CH_02,RT_05,315.38,56.77,258.61,Checked-Out
BK_03808,2025-02-13,2025-03-31,2025-04-02,CH_03,RT_01,283.64,56.73,226.91,Checked-Out
BK_03809,2025-03-10,2025-03-31,2025-04-04,CH_04,RT_05,733.48,124.69,608.79,Checked-Out
BK_03810,2025-03-19,2025-03-31,2025-04-03,CH_03,RT_02,615.24,123.05,492.19,Checked-Out
BK_03811,2025-01-19,2025-03-31,2025-04-01,CH_01,RT_01,0.0,0.0,0.0,Cancelled
BK_03812,2025-03-04,2025-03-31,2025-04-02,CH_07,RT_01,308.66,37.04,271.62,Checked-Out
BK_03813,2025-01-02,2025-03-31,2025-04-04,CH_06,RT_04,352.52,0.0,352.52,Checked-Out
BK_03814,2025-03-01,2025-03-31,2025-04-01,CH_03,RT_02,138.06,27.61,110.45,Confirmed
BK_03815,2025-02-23,2025-03-31,2025-04-03,CH_02,RT_03,575.88,103.66,472.22,Confirmed
BK_03816,2025-02-21,2025-03-31,2025-04-02,CH_05,RT_01,280.58,0.0,280.58,Checked-Out
BK_03817,2025-01-14,2025-03-31,2025-04-03,CH_02,RT_01,394.35,70.98,323.37,Checked-Out
BK_03818,2025-01-01,2025-03-31,2025-04-02,CH_03,RT_02,303.36,60.67,242.69,Checked-Out
BK_03819,2025-01-06,2025-03-31,2025-04-01,CH_01,RT_06,152.83,0.0,152.83,Checked-Out
BK_03820,2025-02-11,2025-03-31,2025-04-02,CH_01,RT_01,261.74,7.85,253.89,Checked-Out
BK_03821,2025-02-27,2025-03-31,2025-04-02,CH_01,RT_02,382.98,11.49,371.49,Checked-Out
BK_03822,2025-01-22,2025-04-01,2025-04-02,CH_01,RT_01,149.52,4.49,145.03,Checked-Out
BK_03823,2025-03-22,2025-04-01,2025-04-03,CH_04,RT_05,242.96,41.3,201.66,Confirmed
BK_03824,2025-02-19,2025-04-01,2025-04-03,CH_01,RT_02,378.22,11.35,366.87,Checked-Out
BK_03825,2025-03-31,2025-04-01,2025-04-03,CH_02,RT_03,342.14,61.59,280.55,Checked-Out
BK_03826,2025-03-22,2025-04-01,2025-04-02,CH_03,RT_02,139.79,27.96,111.83,Confirmed
BK_03827,2025-03-07,2025-04-01,2025-04-03,CH_02,RT_03,234.38,42.19,192.19,Checked-Out
BK_03828,2025-01-02,2025-04-01,2025-04-02,CH_07,RT_01,0.0,0.0,0.0,Cancelled
BK_03829,2025-03-14,2025-04-01,2025-04-07,CH_07,RT_04,601.56,0.0,601.56,Confirmed
BK_03830,2025-03-28,2025-04-01,2025-04-02,CH_05,RT_01,141.49,0.0,141.49,Confirmed
BK_03831,2025-01-15,2025-04-01,2025-04-03,CH_03,RT_01,255.08,51.02,204.06,Checked-Out
BK_03832,2025-01-24,2025-04-01,2025-04-04,CH_01,RT_06,497.67,0.0,497.67,Checked-Out
BK_03833,2025-03-02,2025-04-01,2025-04-02,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_03834,2025-03-14,2025-04-01,2025-04-06,CH_04,RT_01,688.05,116.97,571.08,Checked-Out
BK_03835,2025-03-22,2025-04-01,2025-04-04,CH_01,RT_02,586.44,17.59,568.85,Confirmed
BK_03836,2025-03-07,2025-04-01,2025-04-02,CH_02,RT_02,140.91,25.36,115.55,Checked-Out
BK_03837,2025-03-04,2025-04-01,2025-04-02,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_03838,2025-02-07,2025-04-01,2025-04-02,CH_05,RT_01,157.16,0.0,157.16,Confirmed
BK_03839,2025-02-21,2025-04-01,2025-04-04,CH_02,RT_01,415.71,74.83,340.88,Checked-Out
BK_03840,2025-02-05,2025-04-01,2025-04-04,CH_03,RT_01,439.11,87.82,351.29,Checked-Out
BK_03841,2025-02-28,2025-04-01,2025-04-02,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_03842,2025-01-06,2025-04-01,2025-04-03,CH_03,RT_03,281.04,56.21,224.83,Checked-Out
BK_03843,2025-02-14,2025-04-01,2025-04-04,CH_04,RT_01,546.54,92.91,453.63,Confirmed
BK_03844,2025-02-10,2025-04-01,2025-04-03,CH_06,RT_04,180.08,0.0,180.08,Checked-Out
BK_03845,2025-02-10,2025-04-01,2025-04-08,CH_03,RT_03,1098.23,219.65,878.58,Checked-Out
BK_03846,2025-02-06,2025-04-01,2025-04-07,CH_02,RT_01,1103.76,198.68,905.08,Checked-Out
BK_03847,2025-02-28,2025-04-01,2025-04-03,CH_01,RT_06,399.16,0.0,399.16,Checked-Out
BK_03848,2025-02-25,2025-04-01,2025-04-03,CH_04,RT_01,297.7,50.61,247.09,Checked-Out
BK_03849,2025-01-01,2025-04-01,2025-04-07,CH_03,RT_03,951.36,190.27,761.09,Checked-Out
BK_03850,2025-01-17,2025-04-01,2025-04-04,CH_07,RT_04,308.58,0.0,308.58,Confirmed
BK_03851,2025-02-10,2025-04-01,2025-04-04,CH_02,RT_01,446.88,80.44,366.44,Confirmed
BK_03852,2025-01-02,2025-04-02,2025-04-03,CH_02,RT_01,184.1,33.14,150.96,Confirmed
BK_03853,2025-01-07,2025-04-02,2025-04-08,CH_07,RT_04,538.32,0.0,538.32,Checked-Out
BK_03854,2025-03-29,2025-04-02,2025-04-03,CH_03,RT_02,162.92,32.58,130.34,Checked-Out
BK_03855,2025-01-31,2025-04-02,2025-04-04,CH_01,RT_02,353.22,10.6,342.62,Checked-Out
BK_03856,2025-01-07,2025-04-02,2025-04-05,CH_02,RT_02,626.82,112.83,513.99,Checked-Out
BK_03857,2025-03-20,2025-04-02,2025-04-03,CH_01,RT_01,189.34,5.68,183.66,Checked-Out
BK_03858,2025-03-21,2025-04-02,2025-04-04,CH_06,RT_04,199.34,0.0,199.34,Checked-Out
BK_03859,2025-01-31,2025-04-02,2025-04-03,CH_01,RT_01,170.55,5.12,165.43,Checked-Out
BK_03860,2025-02-25,2025-04-02,2025-04-05,CH_06,RT_04,0.0,0.0,0.0,Cancelled
BK_03861,2025-01-20,2025-04-02,2025-04-04,CH_03,RT_02,350.78,70.16,280.62,Checked-Out
BK_03862,2025-03-17,2025-04-02,2025-04-07,CH_03,RT_01,704.0,140.8,563.2,Checked-Out
BK_03863,2025-02-04,2025-04-02,2025-04-09,CH_03,RT_01,1377.74,275.55,1102.19,Confirmed
BK_03864,2025-01-10,2025-04-02,2025-04-04,CH_02,RT_01,268.82,48.39,220.43,Checked-Out
BK_03865,2025-03-06,2025-04-02,2025-04-03,CH_06,RT_04,88.9,0.0,88.9,Confirmed
BK_03866,2025-01-16,2025-04-02,2025-04-07,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_03867,2025-01-06,2025-04-02,2025-04-05,CH_02,RT_01,606.21,109.12,497.09,Checked-Out
BK_03868,2025-02-23,2025-04-02,2025-04-03,CH_04,RT_01,161.36,27.43,133.93,Confirmed
BK_03869,2025-02-08,2025-04-02,2025-04-05,CH_01,RT_06,505.32,0.0,505.32,Checked-Out
BK_03870,2025-03-19,2025-04-02,2025-04-05,CH_03,RT_01,426.21,85.24,340.97,Checked-Out
BK_03871,2025-03-18,2025-04-02,2025-04-08,CH_01,RT_06,1198.92,0.0,1198.92,Checked-Out
BK_03872,2025-01-17,2025-04-02,2025-04-04,CH_05,RT_01,376.4,0.0,376.4,Checked-Out
BK_03873,2025-02-26,2025-04-02,2025-04-03,CH_05,RT_01,151.27,0.0,151.27,Checked-Out
BK_03874,2025-03-06,2025-04-02,2025-04-03,CH_07,RT_01,203.32,24.4,178.92,Checked-Out
BK_03875,2025-01-03,2025-04-02,2025-04-08,CH_02,RT_03,689.94,124.19,565.75,Checked-Out
BK_03876,2025-01-28,2025-04-02,2025-04-03,CH_05,RT_01,226.55,0.0,226.55,Confirmed
BK_03877,2025-02-09,2025-04-02,2025-04-05,CH_01,RT_06,634.26,0.0,634.26,Checked-Out
BK_03878,2025-03-26,2025-04-02,2025-04-03,CH_02,RT_03,143.47,25.82,117.65,Confirmed
BK_03879,2025-01-24,2025-04-02,2025-04-06,CH_04,RT_05,837.44,142.36,695.08,Checked-Out
BK_03880,2025-01-22,2025-04-02,2025-04-05,CH_07,RT_01,637.74,76.53,561.21,Checked-Out
BK_03881,2025-03-27,2025-04-02,2025-04-09,CH_05,RT_01,974.12,0.0,974.12,Checked-Out
BK_03882,2025-02-18,2025-04-02,2025-04-03,CH_02,RT_05,196.97,35.45,161.52,Checked-Out
BK_03883,2025-03-23,2025-04-02,2025-04-04,CH_02,RT_01,251.98,45.36,206.62,Checked-Out
BK_03884,2025-01-16,2025-04-02,2025-04-04,CH_04,RT_02,374.26,63.62,310.64,Checked-Out
BK_03885,2025-01-30,2025-04-02,2025-04-03,CH_07,RT_01,125.88,15.11,110.77,Checked-Out
BK_03886,2025-03-15,2025-04-02,2025-04-03,CH_04,RT_01,169.55,28.82,140.73,Checked-Out
BK_03887,2025-03-30,2025-04-02,2025-04-06,CH_01,RT_02,620.36,18.61,601.75,Confirmed
BK_03888,2025-01-25,2025-04-02,2025-04-09,CH_02,RT_02,1447.18,260.49,1186.69,Checked-Out
BK_03889,2025-02-02,2025-04-02,2025-04-05,CH_04,RT_01,395.76,67.28,328.48,Confirmed
BK_03890,2025-01-14,2025-04-02,2025-04-07,CH_02,RT_01,842.3,151.61,690.69,Checked-Out
BK_03891,2025-03-08,2025-04-02,2025-04-03,CH_03,RT_03,132.21,26.44,105.77,Confirmed
BK_03892,2025-01-13,2025-04-02,2025-04-05,CH_02,RT_03,292.65,52.68,239.97,Checked-Out
BK_03893,2025-03-11,2025-04-02,2025-04-09,CH_04,RT_01,0.0,0.0,0.0,Cancelled
BK_03894,2025-03-02,2025-04-02,2025-04-03,CH_02,RT_01,207.7,37.39,170.31,Checked-Out
BK_03895,2025-01-07,2025-04-02,2025-04-03,CH_02,RT_01,161.1,29.0,132.1,Checked-Out
BK_03896,2025-03-11,2025-04-02,2025-04-03,CH_01,RT_02,149.81,4.49,145.32,Checked-Out
BK_03897,2025-01-10,2025-04-02,2025-04-09,CH_02,RT_03,1039.99,187.2,852.79,Checked-Out
BK_03898,2025-01-13,2025-04-02,2025-04-04,CH_03,RT_03,354.3,70.86,283.44,Checked-Out
BK_03899,2025-01-27,2025-04-02,2025-04-03,CH_03,RT_05,162.59,32.52,130.07,Checked-Out
BK_03900,2025-01-03,2025-04-03,2025-04-04,CH_01,RT_06,0.0,0.0,0.0,Cancelled
BK_03901,2025-02-15,2025-04-03,2025-04-07,CH_03,RT_01,745.36,149.07,596.29,Checked-Out
BK_03902,2025-01-11,2025-04-03,2025-04-05,CH_03,RT_05,410.34,82.07,328.27,Checked-Out
BK_03903,2025-02-10,2025-04-03,2025-04-06,CH_03,RT_01,399.99,80.0,319.99,Checked-Out
BK_03904,2025-03-23,2025-04-03,2025-04-05,CH_02,RT_05,335.28,60.35,274.93,Checked-Out
BK_03905,2025-02-13,2025-04-03,2025-04-04,CH_07,RT_01,131.12,15.73,115.39,Checked-Out
BK_03906,2025-01-03,2025-04-03,2025-04-05,CH_07,RT_01,412.22,49.47,362.75,Checked-Out
BK_03907,2025-01-11,2025-04-03,2025-04-05,CH_06,RT_04,166.16,0.0,166.16,Checked-Out
BK_03908,2025-03-21,2025-04-03,2025-04-10,CH_03,RT_02,881.3,176.26,705.04,Checked-Out
BK_03909,2025-03-19,2025-04-03,2025-04-05,CH_03,RT_01,321.52,64.3,257.22,Checked-Out
BK_03910,2025-03-15,2025-04-03,2025-04-04,CH_06,RT_04,99.79,0.0,99.79,Checked-Out
BK_03911,2025-02-01,2025-04-03,2025-04-06,CH_02,RT_02,445.17,80.13,365.04,Checked-Out
BK_03912,2025-02-23,2025-04-03,2025-04-05,CH_02,RT_01,439.98,79.2,360.78,Checked-Out
BK_03913,2025-01-15,2025-04-03,2025-04-04,CH_02,RT_01,195.13,35.12,160.01,Checked-Out
BK_03914,2025-03-02,2025-04-03,2025-04-07,CH_02,RT_05,520.72,93.73,426.99,Checked-Out
BK_03915,2025-02-05,2025-04-03,2025-04-05,CH_01,RT_06,0.0,0.0,0.0,Cancelled
BK_03916,2025-04-02,2025-04-03,2025-04-09,CH_02,RT_02,1075.2,193.54,881.66,Confirmed
BK_03917,2025-01-30,2025-04-03,2025-04-07,CH_03,RT_01,760.08,152.02,608.06,Checked-Out
BK_03918,2025-01-23,2025-04-03,2025-04-06,CH_01,RT_06,525.81,0.0,525.81,Checked-Out
BK_03919,2025-02-19,2025-04-03,2025-04-04,CH_01,RT_06,135.62,0.0,135.62,Checked-Out
BK_03920,2025-01-27,2025-04-03,2025-04-04,CH_01,RT_06,207.93,0.0,207.93,Checked-Out
